,Unnamed: 0,driver,country,status,timestamp,lat,lon
159,194,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:00:04.802000+00:00,2.93925,36.80212
160,195,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:01:04.005000+00:00,2.93429,36.80138
161,196,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:02:03.576000+00:00,2.93083,36.80091
162,197,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:03:04.027000+00:00,2.929,36.79847
163,198,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:04:03.765000+00:00,2.93429,36.79437
164,199,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:05:03.804000+00:00,2.94057,36.79123
165,200,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:06:03.649000+00:00,2.94661,36.78833
166,201,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:07:03.470000+00:00,2.94774,36.78272
167,202,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:08:03.517000+00:00,2.95201,36.78035
168,203,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:09:04.010000+00:00,2.95022,36.77856
169,205,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:11:03.503000+00:00,2.95443,36.77121
170,206,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:12:03.706000+00:00,2.9631,36.77189
171,207,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:13:03.749000+00:00,2.95897,36.77179
172,208,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:14:03.681000+00:00,2.95889,36.77183
173,209,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:15:04.378000+00:00,2.95856,36.77176
174,210,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:16:03.542000+00:00,2.95485,36.77126
175,211,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:17:03.542000+00:00,2.95515,36.76915
176,212,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:18:03.808000+00:00,2.95606,36.76632
177,213,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:19:03.733000+00:00,2.9581,36.76719
178,214,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:20:03.980000+00:00,2.95818,36.76731
179,215,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:21:03.919000+00:00,2.95818,36.76731
180,216,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:22:04.237000+00:00,2.95818,36.76731
181,217,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:25:03.919000+00:00,2.95818,36.76731
182,218,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:28:03.726000+00:00,2.96099,36.76277
183,219,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:29:03.832000+00:00,2.96443,36.75777
184,220,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:30:05.083000+00:00,2.96921,36.75536
185,221,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:31:03.728000+00:00,2.97631,36.7537
186,222,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:32:03.559000+00:00,2.983,36.7541
187,223,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:33:03.820000+00:00,2.98398,36.75418
188,224,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:34:04.217000+00:00,2.99092,36.75168
189,225,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:35:03.534000+00:00,2.99355,36.74867
190,226,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:36:03.597000+00:00,2.99615,36.74442
191,227,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:37:03.510000+00:00,2.99381,36.73861
192,228,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:38:03.638000+00:00,2.99307,36.73313
193,229,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:39:03.952000+00:00,2.99336,36.73397
194,230,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:40:04.156000+00:00,2.99382,36.73496
195,231,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:41:03.694000+00:00,2.99371,36.73501
196,232,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:42:03.628000+00:00,2.99375,36.73499
197,233,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:43:03.980000+00:00,2.99375,36.73499
198,234,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:44:03.663000+00:00,2.99375,36.73499
199,235,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:45:04.409000+00:00,2.99375,36.73499
200,236,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:46:03.514000+00:00,2.99375,36.73499
201,237,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:47:03.602000+00:00,2.99374,36.73502
202,238,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:48:04.081000+00:00,2.9938,36.73497
203,239,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:49:03.471000+00:00,2.9938,36.73497
204,240,593f4da04ec04600269fcf33,DZA,ONLINE,2023-01-05 05:50:03.714000+00:00,2.9938,36.73497
1422,1981,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:00:04.802000+00:00,3.16632,36.73296
1423,1982,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:01:04.005000+00:00,3.16598,36.73262
1424,1983,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:02:03.576000+00:00,3.16598,36.73262
1425,1984,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:03:04.027000+00:00,3.1656,36.73255
1426,1985,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:04:03.765000+00:00,3.16563,36.73255
1427,1986,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:05:03.804000+00:00,3.16563,36.73255
1428,1987,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:06:03.649000+00:00,3.16563,36.73255
1429,1988,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:16:03.542000+00:00,3.16582,36.73233
1430,1989,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:17:03.542000+00:00,3.16582,36.73233
1431,1990,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:18:03.808000+00:00,3.16582,36.73233
1432,1991,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:19:03.733000+00:00,3.16581,36.73233
1433,1992,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:20:03.980000+00:00,3.16581,36.73233
1434,1993,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:21:03.919000+00:00,3.16581,36.73232
1435,1994,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:22:04.237000+00:00,3.1658,36.73232
1436,1995,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:23:03.676000+00:00,3.16579,36.73231
1437,1996,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:24:03.623000+00:00,3.16577,36.73232
1438,1997,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:25:03.919000+00:00,3.16577,36.73232
1439,1998,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:26:03.630000+00:00,3.16576,36.73233
1440,1999,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:27:03.995000+00:00,3.16577,36.73233
1441,2000,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:28:03.726000+00:00,3.16577,36.73233
1442,2001,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:29:03.832000+00:00,3.16577,36.73233
1443,2002,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:30:05.083000+00:00,3.16577,36.73233
1444,2004,59b8f64dc6e5040026552e4d,DZA,ONLINE,2023-01-05 05:32:03.559000+00:00,3.16577,36.73233
3613,5387,5a045a32c0f2aa0026239ef5,DZA,ONLINE,2023-01-05 05:00:04.802000+00:00,3.00468,36.81591
3614,5388,5a045a32c0f2aa0026239ef5,DZA,ONLINE,2023-01-05 05:01:04.005000+00:00,3.01464,36.81673
3615,5389,5a045a32c0f2aa0026239ef5,DZA,ONLINE,2023-01-05 05:02:03.576000+00:00,3.0191,36.81381
3616,5390,5a045a32c0f2aa0026239ef5,DZA,ONLINE,2023-01-05 05:03:04.027000+00:00,3.02949,36.81134
3617,5391,5a045a32c0f2aa0026239ef5,DZA,ONLINE,2023-01-05 05:04:03.765000+00:00,3.03957,36.80915
3618,5392,5a045a32c0f2aa0026239ef5,DZA,ONLINE,2023-01-05 05:05:03.804000+00:00,3.04753,36.80298
3619,5393,5a045a32c0f2aa0026239ef5,DZA,ONLINE,2023-01-05 05:06:03.649000+00:00,3.05201,36.79474
3620,5394,5a045a32c0f2aa0026239ef5,DZA,ONLINE,2023-01-05 05:07:03.470000+00:00,3.06147,36.79027
3621,5395,5a045a32c0f2aa0026239ef5,DZA,ONLINE,2023-01-05 05:08:03.517000+00:00,3.06249,36.78335
3622,5396,5a045a32c0f2aa0026239ef5,DZA,ONLINE,2023-01-05 05:09:04.010000+00:00,3.05949,36.77711
3623,5397,5a045a32c0f2aa0026239ef5,DZA,ONLINE,2023-01-05 05:10:03.932000+00:00,3.05947,36.77178
3624,5398,5a045a32c0f2aa0026239ef5,DZA,ONLINE,2023-01-05 05:11:03.503000+00:00,3.05787,36.76429
3625,5399,5a045a32c0f2aa0026239ef5,DZA,ONLINE,2023-01-05 05:12:03.706000+00:00,3.068,36.75533
3626,5400,5a045a32c0f2aa0026239ef5,DZA,ONLINE,2023-01-05 05:13:03.749000+00:00,3.08242,36.74959
3627,5401,5a045a32c0f2aa0026239ef5,DZA,ONLINE,2023-01-05 05:14:03.681000+00:00,3.09828,36.74592
3628,5402,5a045a32c0f2aa0026239ef5,DZA,ONLINE,2023-01-05 05:15:04.378000+00:00,3.11338,36.74257
3629,5403,5a045a32c0f2aa0026239ef5,DZA,ONLINE,2023-01-05 05:16:03.542000+00:00,3.12171,36.73976
3630,5404,5a045a32c0f2aa0026239ef5,DZA,ONLINE,2023-01-05 05:17:03.542000+00:00,3.11916,36.73587
3631,5405,5a045a32c0f2aa0026239ef5,DZA,ONLINE,2023-01-05 05:18:03.808000+00:00,3.10902,36.74118
